,property,location,price,area,furnished status,additional details
583,3 BHK Apartment in Kolte Patil I Towers Exente,"Electronic City Phase 2, Bangalore",1.7 Cr,1700,Ready to move Construction Status,0 - 1 year old3 BathroomsNew
584,2 BHK Apartment in Kolte Patil I Towers Exente,"Electronic City Phase 2, Bangalore",1.39 Cr,1394,Ready to move Construction Status,0 - 1 year oldNew
585,2 BHK Apartment in Kolte Patil I Towers Exente,"Electronic City Phase 2, Bangalore",1.39 Cr,1393,Ready to move Construction Status,0 - 1 year oldNew
586,4 BHK Apartment in Kolte Patil I Towers Exente,"Electronic City Phase 2, Bangalore",2.31 Cr,2315,Ready to move Construction Status,0 - 1 year old4 BathroomsNew
587,2 BHK Apartment in Kolte Patil I Towers Exente,"Electronic City Phase 2, Bangalore",1.15 Cr,1150,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
588,1 BHK Apartment in Kolte Patil I Towers Exente,"Electronic City Phase 2, Bangalore",88 L,880,Ready to move Construction Status,0 - 1 year oldNew
589,3 BHK Apartment in Kolte Patil I Towers Exente,"Electronic City Phase 2, Bangalore",1.65 Cr,1657,Ready to move Construction Status,0 - 1 year oldNew
590,1 BHK Apartment in Kolte Patil I Towers Exente,"Electronic City Phase 2, Bangalore",75 L,750,Ready to move Construction Status,0 - 1 year oldNew
591,3 BHK Apartment in Kolte Patil I Towers Exente,"Electronic City Phase 2, Bangalore",1.52 Cr,1529,Ready to move Construction Status,0 - 1 year oldNew
592,2 BHK Apartment in Kolte Patil I Towers Exente,"Electronic City Phase 2, Bangalore",1.26 Cr,1268,Ready to move Construction Status,0 - 1 year oldNew
593,3 BHK Apartment in Kolte Patil I Towers Exente,"Electronic City Phase 2, Bangalore",1.53 Cr,1532,Ready to move Construction Status,0 - 1 year oldNew
594,2 BHK Apartment in Sobha Dream Acres Tropical Greens Phase 24 Wing 29 And 30,"Varthur, Bangalore",1.15 Cr,1007,Under Construction Construction Status,Possession by Feb 2025New
595,2 BHK Apartment in Sobha Dream Acres Tropical Greens Phase 24 Wing 29 And 30,"Varthur, Bangalore",1.16 Cr,1012,Under Construction Construction Status,Possession by Feb 2025New
596,3 BHK Apartment in Mahindra Windchimes Phase 2,"JP Nagar Phase 7, Bangalore",1.72 Cr,1776,Ready to move Construction Status,4 - 5 years oldNew
597,3 BHK Apartment in Mahindra Windchimes Phase 2,"JP Nagar Phase 7, Bangalore",2.28 Cr,2370,Ready to move Construction Status,4 - 5 years oldNew
598,3 BHK Apartment in Mahindra Windchimes Phase 2,"JP Nagar Phase 7, Bangalore",1.73 Cr,1792,Ready to move Construction Status,4 - 5 years old3 BathroomsNew
599,4 BHK Apartment in Mahindra Windchimes Phase 2,"JP Nagar Phase 7, Bangalore",2.93 Cr,3012,Ready to move Construction Status,4 - 5 years oldNew
600,3 BHK Independent House,"Whitefield, Bangalore",56.49 L,1257,Under Construction Construction Status,4 BathroomsResale East facing
601,2 BHK Apartment in Aratt Alchemy One,"Avalahalli Off Sarjapur Road, Bangalore",87.2 L,951,Under Construction Construction Status,Possession by Dec 2025New
602,3 BHK Apartment in Aratt Alchemy One,"Avalahalli Off Sarjapur Road, Bangalore",1.35 Cr,1482,Under Construction Construction Status,Possession by Dec 2025New
603,3 BHK Apartment in Aratt Alchemy One,"Avalahalli Off Sarjapur Road, Bangalore",1.33 Cr,1460,Under Construction Construction Status,Possession by Dec 2025New
604,2 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",95.37 L,867,Under Construction Construction Status,Possession by Jan 20252 BathroomsNew
605,1 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",62.92 L,572,Under Construction Construction Status,Possession by Jan 20251 BathroomsNew
606,3 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",1.49 Cr,1360,Under Construction Construction Status,Possession by Jan 2025New
607,3 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",1.63 Cr,1490,Under Construction Construction Status,Possession by Jan 2025New
608,3 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",1.49 Cr,1359,Under Construction Construction Status,Possession by Jan 2025New
609,3 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",1.49 Cr,1362,Under Construction Construction Status,Possession by Jan 2025New
610,2 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",1.08 Cr,986,Under Construction Construction Status,Possession by Jan 2025New
611,2 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",1.08 Cr,985,Under Construction Construction Status,Possession by Jan 20252 BathroomsNew
612,3 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",1.69 Cr,1543,Under Construction Construction Status,Possession by Jan 2025New
613,2 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",1.01 Cr,924,Under Construction Construction Status,Possession by Jan 2025New
614,2 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",97.9 L,890,Under Construction Construction Status,Possession by Jan 20252 BathroomsNew
615,3 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",1.63 Cr,1485,Under Construction Construction Status,Possession by Jan 2025New
616,2 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",1.08 Cr,988,Under Construction Construction Status,Possession by Jan 20252 BathroomsNew
617,2 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",1.07 Cr,978,Under Construction Construction Status,Possession by Jan 2025New
618,2 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",96.25 L,875,Under Construction Construction Status,Possession by Jan 20252 BathroomsNew
619,1 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",64.24 L,584,Under Construction Construction Status,Possession by Jan 2025New
620,3 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",1.6 Cr,1461,Under Construction Construction Status,Possession by Jan 2025New
621,2 BHK Apartment in Prestige Primrose Hills,"Talaghattapura, Bangalore",1.07 Cr,979,Under Construction Construction Status,Possession by Jan 2025New
622,3 BHK Apartment in Brigade Gem,"Chikkanayakanahalli at Off Sarjapur, Bangalore",1.85 Cr,1543,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
623,3 BHK Apartment in Brigade Gem,"Chikkanayakanahalli at Off Sarjapur, Bangalore",1.81 Cr,1513,Ready to move Construction Status,0 - 1 year oldNew
624,2 BHK Apartment in Brigade Gem,"Chikkanayakanahalli at Off Sarjapur, Bangalore",1.34 Cr,1121,Ready to move Construction Status,0 - 1 year oldNew
625,2 BHK Apartment in Brigade Gem,"Chikkanayakanahalli at Off Sarjapur, Bangalore",1.34 Cr,1125,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
626,3 BHK Apartment in Sobha Neopolis Phase 5 W 5 6 And 7,"Panathur, Bangalore",2.23 Cr,1241,Under Construction Construction Status,Possession by Nov 2031New
627,3 BHK Apartment in Sobha Neopolis Phase 5 W 5 6 And 7,"Panathur, Bangalore",2.04 Cr,1131,Under Construction Construction Status,Possession by Nov 2031New
628,3 BHK Villa in Concorde Napa Valley,"Kanakapura Road Beyond Nice Ring Road, Bangalore",1.65 Cr,1983,Ready to move Construction Status,6 - 7 years oldNew
629,3 BHK Villa in Concorde Napa Valley,"Kanakapura Road Beyond Nice Ring Road, Bangalore",1.57 Cr,1885,Ready to move Construction Status,6 - 7 years oldNew
630,3 BHK Villa in Concorde Napa Valley,"Kanakapura Road Beyond Nice Ring Road, Bangalore",1.56 Cr,1884,Ready to move Construction Status,6 - 7 years oldNew
631,3 BHK Villa in Concorde Napa Valley,"Kanakapura Road Beyond Nice Ring Road, Bangalore",1.58 Cr,1900,Ready to move Construction Status,6 - 7 years oldNew
632,4 BHK Villa in Concorde Napa Valley,"Kanakapura Road Beyond Nice Ring Road, Bangalore",2.98 Cr,3588,Ready to move Construction Status,6 - 7 years oldNew
633,4 BHK Villa in Concorde Napa Valley,"Kanakapura Road Beyond Nice Ring Road, Bangalore",3.61 Cr,4335,Ready to move Construction Status,6 - 7 years oldNew
634,3 BHK Villa in Concorde Napa Valley,"Kanakapura Road Beyond Nice Ring Road, Bangalore",1.64 Cr,1973,Ready to move Construction Status,6 - 7 years old3 BathroomsNew
635,4 BHK Villa in Concorde Napa Valley,"Kanakapura Road Beyond Nice Ring Road, Bangalore",3.69 Cr,4432,Ready to move Construction Status,6 - 7 years oldNew
636,3 BHK Villa in Concorde Napa Valley,"Kanakapura Road Beyond Nice Ring Road, Bangalore",1.63 Cr,1964,Ready to move Construction Status,6 - 7 years oldNew
637,3 BHK Villa in Concorde Napa Valley,"Kanakapura Road Beyond Nice Ring Road, Bangalore",1.58 Cr,1898,Ready to move Construction Status,6 - 7 years oldNew
638,4 BHK Villa in Concorde Napa Valley,"Kanakapura Road Beyond Nice Ring Road, Bangalore",3.68 Cr,4424,Ready to move Construction Status,6 - 7 years old4 BathroomsNew
639,3 BHK Apartment in DSR Parkway Phase 2,"Gunjur, Bangalore",1.82 Cr,1708,Ready to move Construction Status,1 - 2 years old3 BathroomsNew
640,3 BHK Apartment in DSR Parkway Phase 2,"Gunjur, Bangalore",1.54 Cr,1451,Ready to move Construction Status,1 - 2 years old3 BathroomsNew
641,1 BHK Apartment in DSR Parkway Phase 2,"Gunjur, Bangalore",71.1 L,667,Ready to move Construction Status,1 - 2 years oldNew
642,2 BHK Apartment in DSR Parkway Phase 2,"Gunjur, Bangalore",1.31 Cr,1237,Ready to move Construction Status,1 - 2 years oldNew
643,2 BHK Apartment in DSR Parkway Phase 2,"Gunjur, Bangalore",1.31 Cr,1234,Ready to move Construction Status,1 - 2 years oldNew
644,3 BHK Apartment in DSR Parkway Phase 2,"Gunjur, Bangalore",1.77 Cr,1668,Ready to move Construction Status,1 - 2 years oldNew
645,1 BHK Apartment in DSR Parkway Phase 2,"Gunjur, Bangalore",70.24 L,659,Ready to move Construction Status,1 - 2 years oldNew
646,3 BHK Apartment in DSR Parkway Phase 2,"Gunjur, Bangalore",1.92 Cr,1810,Ready to move Construction Status,1 - 2 years oldNew
647,3 BHK Apartment in DSR Parkway Phase 2,"Gunjur, Bangalore",1.92 Cr,1809,Ready to move Construction Status,1 - 2 years old3 BathroomsNew
648,3 BHK Apartment in DSR Parkway Phase 2,"Gunjur, Bangalore",1.76 Cr,1653,Ready to move Construction Status,1 - 2 years old3 BathroomsNew
649,3 BHK Apartment in DSR Parkway Phase 2,"Gunjur, Bangalore",1.76 Cr,1658,Ready to move Construction Status,1 - 2 years old3 BathroomsNew
650,2 BHK Apartment in DSR Parkway Phase 2,"Gunjur, Bangalore",1.26 Cr,1190,Ready to move Construction Status,1 - 2 years oldNew
651,3 BHK Apartment in DSR Parkway Phase 2,"Gunjur, Bangalore",1.56 Cr,1464,Ready to move Construction Status,1 - 2 years old3 BathroomsNew
652,3 BHK Apartment in DSR Parkway Phase 2,"Gunjur, Bangalore",1.62 Cr,1528,Ready to move Construction Status,1 - 2 years old3 BathroomsNew
653,2 BHK Apartment in RMZ Galleria,"Yelahanka, Bangalore",1.5 Cr,1468,Ready to move Construction Status,8 - 9 years old2 Bathrooms3rd of 19floor
654,2 BHK Apartment in Chitrakut Chitrakut Shelter,"Hebbal, Bangalore",1.2 Cr,1450,Ready to move Construction Status,10 years old2 BathroomsResale
655,1 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",47.66 L,742,Ready to move Construction Status,1 - 2 years oldNew
656,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",96.8 L,1507,Ready to move Construction Status,1 - 2 years oldNew
657,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",95.58 L,1488,Ready to move Construction Status,1 - 2 years old3 BathroomsNew
658,2 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",64.04 L,997,Ready to move Construction Status,1 - 2 years old1 BathroomsNew
659,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",96.23 L,1498,Ready to move Construction Status,1 - 2 years oldNew
660,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",81.77 L,1273,Ready to move Construction Status,1 - 2 years oldNew
661,1 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",42.26 L,658,Ready to move Construction Status,1 - 2 years oldNew
662,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",98.67 L,1536,Ready to move Construction Status,1 - 2 years oldNew
663,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",94.88 L,1477,Ready to move Construction Status,1 - 2 years oldNew
664,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",82.35 L,1282,Ready to move Construction Status,1 - 2 years oldNew
665,1 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",42.14 L,656,Ready to move Construction Status,1 - 2 years old1 BathroomsNew
666,2 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",64.81 L,1009,Ready to move Construction Status,1 - 2 years oldNew
667,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",94.17 L,1466,Ready to move Construction Status,1 - 2 years oldNew
668,4 BHK Apartment in TVS Isle Of Trees,"Thanisandra, Bangalore",2.88 Cr,2375,Under Construction Construction Status,Possession by Nov 20273 BathroomsNew
669,3 BHK Apartment in TVS Isle Of Trees,"Thanisandra, Bangalore",1.78 Cr,1500,Under Construction Construction Status,Possession by Nov 20273 BathroomsNew
670,2 BHK Apartment in Vajram Newtown II,"Thanisandra, Bangalore",1.02 Cr,1244,Under Construction Construction Status,Possession by Dec 2027New
671,2 BHK Apartment in Vajram Newtown II,"Thanisandra, Bangalore",1.01 Cr,1243,Under Construction Construction Status,Possession by Dec 2027New
672,2 BHK Apartment in Vajram Newtown II,"Thanisandra, Bangalore",97.74 L,1192,Under Construction Construction Status,Possession by Dec 20272 BathroomsNew
673,2 BHK Apartment in Vajram Newtown II,"Thanisandra, Bangalore",1.08 Cr,1322,Under Construction Construction Status,Possession by Dec 2027New
674,2 BHK Apartment in Vajram Newtown II,"Thanisandra, Bangalore",1.09 Cr,1333,Under Construction Construction Status,Possession by Dec 2027New
675,3 BHK Apartment in Vajram Newtown II,"Thanisandra, Bangalore",1.39 Cr,1600,Under Construction Construction Status,Possession by Dec 2027New
676,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",60.23 L,1244,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
677,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",51.11 L,1243,Ready to move Construction Status,0 - 1 year oldNew
678,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",46.33 L,1119,Ready to move Construction Status,0 - 1 year oldNew
679,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",51.22 L,1246,Ready to move Construction Status,0 - 1 year oldNew
680,3 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",67.1 L,1658,Ready to move Construction Status,0 - 1 year oldNew
681,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",43.94 L,1057,Ready to move Construction Status,0 - 1 year oldNew
682,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",54.57 L,1333,Ready to move Construction Status,0 - 1 year oldNew
683,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",46.87 L,1133,Ready to move Construction Status,0 - 1 year oldNew
684,1 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",33.19 L,778,Ready to move Construction Status,0 - 1 year oldNew
685,2 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",95.21 L,1045,Under Construction Construction Status,Possession by Jul 2025New
686,2 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",92.91 L,1018,Under Construction Construction Status,Possession by Jul 20252 BathroomsNew
687,2 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.04 Cr,1155,Under Construction Construction Status,Possession by Jul 2025New
688,3 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.26 Cr,1419,Under Construction Construction Status,Possession by Jul 20252 BathroomsNew
689,4 BHK Independent House in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",2.09 Cr,2310,Under Construction Construction Status,Possession by Jul 2025New
690,3 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.64 Cr,1618,Under Construction Construction Status,Possession by Jul 2025New
691,4 BHK Independent House in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.9 Cr,2090,Under Construction Construction Status,Possession by Jul 2025New
692,4 BHK Independent House in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.85 Cr,2036,Under Construction Construction Status,Possession by Jul 2025New
693,3 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.36 Cr,1531,Under Construction Construction Status,Possession by Jul 20252 BathroomsNew
694,2 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.1 Cr,1231,Under Construction Construction Status,Possession by Jul 2025New
695,3 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",98.66 L,1505,Under Construction Construction Status,Possession by Sep 2027New
696,2 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",86.11 L,1300,Under Construction Construction Status,Possession by Sep 2027New
697,3 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",1.02 Cr,1570,Under Construction Construction Status,Possession by Sep 2027New
698,3 BHK Apartment in Modern Engrace Vista,"Yamare, Bangalore",1.62 Cr,2151,Under Construction Construction Status,Possession by May 2027New
699,2 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",76.31 L,1140,Under Construction Construction Status,Possession by Sep 2027New
700,3 BHK Apartment in Modern Engrace Vista,"Yamare, Bangalore",1.55 Cr,2178,Under Construction Construction Status,Possession by May 2027New
701,2 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",64.06 L,940,Under Construction Construction Status,Possession by Sep 2027New
702,3 BHK Apartment in Modern Engrace Vista,"Yamare, Bangalore",1.5 Cr,2116,Under Construction Construction Status,Possession by May 2027New
703,2 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",85.8 L,1295,Under Construction Construction Status,Possession by Sep 2027New
704,3 BHK Apartment in Modern Engrace Vista,"Yamare, Bangalore",1.56 Cr,2192,Under Construction Construction Status,Possession by May 2027New
705,3 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",1.09 Cr,1680,Under Construction Construction Status,Possession by Sep 2027New
706,3 BHK Apartment in Modern Engrace Vista,"Yamare, Bangalore",1.51 Cr,2127,Under Construction Construction Status,Possession by May 2027New
707,3 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",1.07 Cr,1655,Under Construction Construction Status,Possession by Sep 2027New
708,3 BHK Apartment in Modern Engrace Vista,"Yamare, Bangalore",1.59 Cr,2190,Under Construction Construction Status,Possession by May 2027New
709,3 BHK Apartment in Garudachala Garuda Creek View,"Krishnarajapura, Bangalore",1.38 Cr,1538,Under Construction Construction Status,Possession by Nov 2025New
710,3 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",1.04 Cr,1595,Under Construction Construction Status,Possession by Sep 2027New
711,2 BHK Apartment in Garudachala Garuda Creek View,"Krishnarajapura, Bangalore",1.11 Cr,1242,Under Construction Construction Status,Possession by Nov 2025New
712,3 BHK Apartment in Modern Engrace Vista,"Yamare, Bangalore",1.62 Cr,2200,Under Construction Construction Status,Possession by May 2027New
713,2 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",76 L,1135,Under Construction Construction Status,Possession by Sep 2027New
714,3 BHK Apartment in Garudachala Garuda Creek View,"Krishnarajapura, Bangalore",1.68 Cr,1870,Under Construction Construction Status,Possession by Nov 2025New
715,3 BHK Apartment in Modern Engrace Vista,"Yamare, Bangalore",1.51 Cr,2129,Under Construction Construction Status,Possession by May 2027New
716,3 BHK Apartment in Garudachala Garuda Creek View,"Krishnarajapura, Bangalore",1.6 Cr,1778,Under Construction Construction Status,Possession by Nov 2025New
717,3 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",1.04 Cr,1600,Under Construction Construction Status,Possession by Sep 2027New
718,3 BHK Apartment in Garudachala Garuda Creek View,"Krishnarajapura, Bangalore",1.8 Cr,2007,Under Construction Construction Status,Possession by Nov 2025New
719,3 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",1.08 Cr,1665,Under Construction Construction Status,Possession by Sep 2027New
720,2 BHK Apartment in Elegant Terraces,"RR Nagar, Bangalore",1.11 Cr,1399,Under Construction Construction Status,Possession by Aug 2024New
721,3 BHK Apartment in Elegant Terraces,"RR Nagar, Bangalore",1.48 Cr,1862,Under Construction Construction Status,Possession by Aug 2024New
722,3 BHK Apartment in Puravankara Purva Atmosphere,"Thanisandra, Bangalore",2.88 Cr,1674,Under Construction Construction Status,Possession by Nov 20243 BathroomsNew
723,3 BHK Apartment in Puravankara Purva Atmosphere,"Thanisandra, Bangalore",3.46 Cr,2005,Under Construction Construction Status,Possession by Nov 2024New
724,3 BHK Apartment in Puravankara Purva Atmosphere,"Thanisandra, Bangalore",3.46 Cr,2010,Under Construction Construction Status,Possession by Nov 2024New
725,3 BHK Apartment in Puravankara Purva Atmosphere,"Thanisandra, Bangalore",2.9 Cr,1680,Under Construction Construction Status,Possession by Nov 20242 BathroomsNew
726,2 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",95.21 L,1045,Under Construction Construction Status,Possession by Jul 2025New
727,2 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",92.91 L,1018,Under Construction Construction Status,Possession by Jul 20252 BathroomsNew
728,2 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.04 Cr,1155,Under Construction Construction Status,Possession by Jul 2025New
729,3 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.26 Cr,1419,Under Construction Construction Status,Possession by Jul 20252 BathroomsNew
730,4 BHK Independent House in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",2.09 Cr,2310,Under Construction Construction Status,Possession by Jul 2025New
731,3 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.64 Cr,1618,Under Construction Construction Status,Possession by Jul 2025New
732,4 BHK Independent House in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.9 Cr,2090,Under Construction Construction Status,Possession by Jul 2025New
733,4 BHK Independent House in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.85 Cr,2036,Under Construction Construction Status,Possession by Jul 2025New
734,3 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.36 Cr,1531,Under Construction Construction Status,Possession by Jul 20252 BathroomsNew
735,2 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.1 Cr,1231,Under Construction Construction Status,Possession by Jul 2025New
736,3 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",98.66 L,1505,Under Construction Construction Status,Possession by Sep 2027New
737,2 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",86.11 L,1300,Under Construction Construction Status,Possession by Sep 2027New
738,3 BHK Apartment in Sanjeevini Aarna,"Hoskote, Bangalore",1.02 Cr,1570,Under Construction Construction Status,Possession by Sep 2027New
739,3 BHK Apartment in Modern Engrace Vista,"Yamare, Bangalore",1.62 Cr,2151,Under Construction Construction Status,Possession by May 2027New
740,2 BHK Apartment in Sai SLB Royal Touch,"Thanisandra, Bangalore",59.67 L,1085,Ready to move Construction Status,0 - 1 year oldNew
741,3 BHK Apartment in Sai SLB Royal Touch,"Thanisandra, Bangalore",76.45 L,1390,Ready to move Construction Status,0 - 1 year oldNew
742,3 BHK Apartment in Puravankara Purva Atmosphere,"Thanisandra, Bangalore",2.88 Cr,1674,Under Construction Construction Status,Possession by Nov 20243 BathroomsNew
743,3 BHK Apartment in Puravankara Purva Atmosphere,"Thanisandra, Bangalore",3.46 Cr,2005,Under Construction Construction Status,Possession by Nov 2024New
744,3 BHK Apartment in Puravankara Purva Atmosphere,"Thanisandra, Bangalore",3.46 Cr,2010,Under Construction Construction Status,Possession by Nov 2024New
745,3 BHK Apartment in Puravankara Purva Atmosphere,"Thanisandra, Bangalore",2.9 Cr,1680,Under Construction Construction Status,Possession by Nov 20242 BathroomsNew
746,1 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",47.66 L,742,Ready to move Construction Status,1 - 2 years oldNew
747,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",96.8 L,1507,Ready to move Construction Status,1 - 2 years oldNew
748,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",95.58 L,1488,Ready to move Construction Status,1 - 2 years old3 BathroomsNew
749,2 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",64.04 L,997,Ready to move Construction Status,1 - 2 years old1 BathroomsNew
750,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",96.23 L,1498,Ready to move Construction Status,1 - 2 years oldNew
751,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",81.77 L,1273,Ready to move Construction Status,1 - 2 years oldNew
752,1 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",42.26 L,658,Ready to move Construction Status,1 - 2 years oldNew
753,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",98.67 L,1536,Ready to move Construction Status,1 - 2 years oldNew
754,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",94.88 L,1477,Ready to move Construction Status,1 - 2 years oldNew
755,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",82.35 L,1282,Ready to move Construction Status,1 - 2 years oldNew
756,1 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",42.14 L,656,Ready to move Construction Status,1 - 2 years old1 BathroomsNew
757,2 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",64.81 L,1009,Ready to move Construction Status,1 - 2 years oldNew
758,3 BHK Apartment in Sattva Park Cubix,"Devanahalli, Bangalore",94.17 L,1466,Ready to move Construction Status,1 - 2 years oldNew
759,4 BHK Apartment in TVS Isle Of Trees,"Thanisandra, Bangalore",2.88 Cr,2375,Under Construction Construction Status,Possession by Nov 20273 BathroomsNew
760,4 BHK Independent House in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",2.09 Cr,2310,Under Construction Construction Status,Possession by Jul 2025New
761,3 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.64 Cr,1618,Under Construction Construction Status,Possession by Jul 2025New
762,4 BHK Independent House in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.9 Cr,2090,Under Construction Construction Status,Possession by Jul 2025New
763,4 BHK Independent House in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.85 Cr,2036,Under Construction Construction Status,Possession by Jul 2025New
764,3 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.36 Cr,1531,Under Construction Construction Status,Possession by Jul 20252 BathroomsNew
765,2 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.1 Cr,1231,Under Construction Construction Status,Possession by Jul 2025New
766,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",60.23 L,1244,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
767,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",51.11 L,1243,Ready to move Construction Status,0 - 1 year oldNew
768,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",46.33 L,1119,Ready to move Construction Status,0 - 1 year oldNew
