,property,location,price,area,furnished status,additional details
201,3 BHK Apartment in DSR The Courtyard,"Krishnarajapura, Bangalore",1.42 Cr,1549,Under Construction Construction Status,Possession by May 2026New
202,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.34 Cr,1768,Ready to move Construction Status,0 - 1 year oldNew
203,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.34 Cr,1768,Ready to move Construction Status,0 - 1 year oldNew
204,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.33 Cr,1750,Ready to move Construction Status,0 - 1 year oldNew
205,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.33 Cr,1750,Ready to move Construction Status,0 - 1 year oldNew
206,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.13 Cr,1490,Ready to move Construction Status,0 - 1 year oldNew
207,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.13 Cr,1490,Ready to move Construction Status,0 - 1 year oldNew
208,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.32 Cr,1739,Ready to move Construction Status,0 - 1 year oldNew
209,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.32 Cr,1739,Ready to move Construction Status,0 - 1 year oldNew
210,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.12 Cr,1483,Ready to move Construction Status,0 - 1 year oldNew
211,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.12 Cr,1483,Ready to move Construction Status,0 - 1 year oldNew
212,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.1 Cr,1455,Ready to move Construction Status,0 - 1 year oldNew
213,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.1 Cr,1455,Ready to move Construction Status,0 - 1 year oldNew
214,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.31 Cr,1729,Ready to move Construction Status,0 - 1 year oldNew
215,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.31 Cr,1729,Ready to move Construction Status,0 - 1 year oldNew
216,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",89.52 L,1178,Ready to move Construction Status,0 - 1 year oldNew
217,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",89.52 L,1178,Ready to move Construction Status,0 - 1 year oldNew
218,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",90.28 L,1188,Ready to move Construction Status,0 - 1 year oldNew
219,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.37 Cr,1805,Ready to move Construction Status,0 - 1 year oldNew
220,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.13 Cr,1490,Ready to move Construction Status,0 - 1 year oldNew
221,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.32 Cr,1739,Ready to move Construction Status,0 - 1 year oldNew
222,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.12 Cr,1483,Ready to move Construction Status,0 - 1 year oldNew
223,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.1 Cr,1455,Ready to move Construction Status,0 - 1 year oldNew
224,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.31 Cr,1729,Ready to move Construction Status,0 - 1 year oldNew
225,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",89.52 L,1178,Ready to move Construction Status,0 - 1 year oldNew
226,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1636,Ready to move Construction Status,0 - 1 year oldNew
227,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",90.28 L,1188,Ready to move Construction Status,0 - 1 year oldNew
228,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1636,Ready to move Construction Status,0 - 1 year oldNew
229,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",89.98 L,1184,Ready to move Construction Status,0 - 1 year oldNew
230,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.34 Cr,1768,Ready to move Construction Status,0 - 1 year oldNew
231,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.33 Cr,1750,Ready to move Construction Status,0 - 1 year oldNew
232,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.13 Cr,1490,Ready to move Construction Status,0 - 1 year oldNew
233,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.34 Cr,1768,Ready to move Construction Status,0 - 1 year oldNew
234,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1635,Ready to move Construction Status,0 - 1 year oldNew
235,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.32 Cr,1739,Ready to move Construction Status,0 - 1 year oldNew
236,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.33 Cr,1750,Ready to move Construction Status,0 - 1 year oldNew
237,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.12 Cr,1483,Ready to move Construction Status,0 - 1 year oldNew
238,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.1 Cr,1455,Ready to move Construction Status,0 - 1 year oldNew
239,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.13 Cr,1490,Ready to move Construction Status,0 - 1 year oldNew
240,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1635,Ready to move Construction Status,0 - 1 year oldNew
241,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.31 Cr,1729,Ready to move Construction Status,0 - 1 year oldNew
242,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.32 Cr,1739,Ready to move Construction Status,0 - 1 year oldNew
243,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",89.52 L,1178,Ready to move Construction Status,0 - 1 year oldNew
244,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.12 Cr,1483,Ready to move Construction Status,0 - 1 year oldNew
245,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",88.16 L,1160,Ready to move Construction Status,0 - 1 year oldNew
246,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",90.28 L,1188,Ready to move Construction Status,0 - 1 year oldNew
247,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.1 Cr,1455,Ready to move Construction Status,0 - 1 year oldNew
248,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1641,Ready to move Construction Status,0 - 1 year oldNew
249,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",89.98 L,1184,Ready to move Construction Status,0 - 1 year oldNew
250,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.31 Cr,1729,Ready to move Construction Status,0 - 1 year oldNew
251,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",88.16 L,1160,Ready to move Construction Status,0 - 1 year oldNew
252,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",89.52 L,1178,Ready to move Construction Status,0 - 1 year oldNew
253,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",88.46 L,1164,Ready to move Construction Status,0 - 1 year oldNew
254,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",90.28 L,1188,Ready to move Construction Status,0 - 1 year oldNew
255,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.16 Cr,1536,Ready to move Construction Status,0 - 1 year oldNew
256,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",89.98 L,1184,Ready to move Construction Status,0 - 1 year oldNew
257,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.16 Cr,1535,Ready to move Construction Status,0 - 1 year oldNew
258,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",88.16 L,1160,Ready to move Construction Status,0 - 1 year oldNew
259,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",88.46 L,1164,Ready to move Construction Status,0 - 1 year oldNew
260,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.16 Cr,1536,Ready to move Construction Status,0 - 1 year oldNew
261,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",89.98 L,1184,Ready to move Construction Status,0 - 1 year oldNew
262,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.16 Cr,1535,Ready to move Construction Status,0 - 1 year oldNew
263,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",88.16 L,1160,Ready to move Construction Status,0 - 1 year oldNew
264,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",88.46 L,1164,Ready to move Construction Status,0 - 1 year oldNew
265,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",88.46 L,1164,Ready to move Construction Status,0 - 1 year oldNew
266,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.16 Cr,1536,Ready to move Construction Status,0 - 1 year oldNew
267,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.16 Cr,1536,Ready to move Construction Status,0 - 1 year oldNew
268,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1641,Ready to move Construction Status,0 - 1 year oldNew
269,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.37 Cr,1805,Ready to move Construction Status,0 - 1 year oldNew
270,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.16 Cr,1535,Ready to move Construction Status,0 - 1 year oldNew
271,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1643,Ready to move Construction Status,0 - 1 year oldNew
272,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.16 Cr,1535,Ready to move Construction Status,0 - 1 year oldNew
273,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.37 Cr,1805,Ready to move Construction Status,0 - 1 year oldNew
274,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.37 Cr,1805,Ready to move Construction Status,0 - 1 year oldNew
275,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",87.62 L,1153,Ready to move Construction Status,0 - 1 year oldNew
276,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",87.62 L,1153,Ready to move Construction Status,0 - 1 year oldNew
277,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",87.62 L,1153,Ready to move Construction Status,0 - 1 year oldNew
278,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.17 Cr,1550,Ready to move Construction Status,0 - 1 year oldNew
279,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.17 Cr,1550,Ready to move Construction Status,0 - 1 year oldNew
280,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.16 Cr,1528,Ready to move Construction Status,0 - 1 year oldNew
281,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.36 Cr,1798,Ready to move Construction Status,0 - 1 year oldNew
282,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.36 Cr,1798,Ready to move Construction Status,0 - 1 year oldNew
283,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1636,Ready to move Construction Status,0 - 1 year oldNew
284,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.25 Cr,1650,Ready to move Construction Status,0 - 1 year oldNew
285,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1643,Ready to move Construction Status,0 - 1 year oldNew
286,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1635,Ready to move Construction Status,0 - 1 year oldNew
287,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1636,Ready to move Construction Status,0 - 1 year oldNew
288,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1635,Ready to move Construction Status,0 - 1 year oldNew
289,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1641,Ready to move Construction Status,0 - 1 year oldNew
290,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1635,Ready to move Construction Status,0 - 1 year oldNew
291,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1641,Ready to move Construction Status,0 - 1 year oldNew
292,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.25 Cr,1648,Ready to move Construction Status,0 - 1 year oldNew
293,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.25 Cr,1650,Ready to move Construction Status,0 - 1 year oldNew
294,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1643,Ready to move Construction Status,0 - 1 year oldNew
295,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1641,Ready to move Construction Status,0 - 1 year oldNew
296,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1643,Ready to move Construction Status,0 - 1 year oldNew
297,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.23 Cr,1620,Ready to move Construction Status,0 - 1 year oldNew
298,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.25 Cr,1650,Ready to move Construction Status,0 - 1 year oldNew
299,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.24 Cr,1643,Ready to move Construction Status,0 - 1 year oldNew
300,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.25 Cr,1648,Ready to move Construction Status,0 - 1 year oldNew
301,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.25 Cr,1648,Ready to move Construction Status,0 - 1 year oldNew
302,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.25 Cr,1650,Ready to move Construction Status,0 - 1 year oldNew
303,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.25 Cr,1650,Ready to move Construction Status,0 - 1 year oldNew
304,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.23 Cr,1625,Ready to move Construction Status,0 - 1 year oldNew
305,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.25 Cr,1648,Ready to move Construction Status,0 - 1 year oldNew
306,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.25 Cr,1648,Ready to move Construction Status,0 - 1 year oldNew
307,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",93.48 L,1230,Ready to move Construction Status,0 - 1 year oldNew
308,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.23 Cr,1620,Ready to move Construction Status,0 - 1 year oldNew
309,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.23 Cr,1620,Ready to move Construction Status,0 - 1 year oldNew
310,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.01 Cr,1338,Ready to move Construction Status,0 - 1 year oldNew
311,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.23 Cr,1625,Ready to move Construction Status,0 - 1 year oldNew
312,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.23 Cr,1625,Ready to move Construction Status,0 - 1 year oldNew
313,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",93.48 L,1230,Ready to move Construction Status,0 - 1 year oldNew
314,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",93.48 L,1230,Ready to move Construction Status,0 - 1 year oldNew
315,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.22 Cr,1609,Ready to move Construction Status,0 - 1 year oldNew
316,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.01 Cr,1338,Ready to move Construction Status,0 - 1 year oldNew
317,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.01 Cr,1338,Ready to move Construction Status,0 - 1 year oldNew
318,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",91.58 L,1205,Ready to move Construction Status,0 - 1 year oldNew
319,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.22 Cr,1609,Ready to move Construction Status,0 - 1 year oldNew
320,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.01 Cr,1338,Ready to move Construction Status,0 - 1 year oldNew
321,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.23 Cr,1625,Ready to move Construction Status,0 - 1 year oldNew
322,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.23 Cr,1625,Ready to move Construction Status,0 - 1 year oldNew
323,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",93.48 L,1230,Ready to move Construction Status,0 - 1 year oldNew
324,2 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",93.48 L,1230,Ready to move Construction Status,0 - 1 year oldNew
325,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.22 Cr,1609,Ready to move Construction Status,0 - 1 year oldNew
326,3 BHK Apartment in Sapthagiri Sandalwoods,"Krishnarajapura, Bangalore",1.01 Cr,1338,Ready to move Construction Status,0 - 1 year oldNew
